Name,Age,Nationality,Fifa Score,Club,Value,Salary,Continent
W. Rooney,31,England,81,Everton,€15.5M,€120K,
P. Mertesacker,32,Germany,81,Arsenal,€10M,€110K,EU'
T. Motta,34,Italy,81,Paris Saint-Germain,€5.5M,€81K,EU'
Fernando Torres,33,Spain,81,Atlético Madrid,€11M,€68K,EU'
S. Eto'o,36,Cameroon,81,Antalyaspor,€6.5M,€22K,AF'
M. Rashford,19,England,80,Manchester United,€22M,€74K,
S. Milinković-Savić,22,Serbia,80,Lazio,€20M,€52K,EU'
Y. Tielemans,20,Belgium,80,AS Monaco,€23.5M,€35K,EU'
Jemerson,24,Brazil,80,AS Monaco,€17.5M,€35K,SA'
N. Bentaleb,22,Algeria,80,FC Schalke 04,€19.5M,€42K,AF'
Alisson,24,Brazil,80,Roma,€14M,€45K,SA'
Alex Telles,24,Brazil,80,FC Porto,€16M,€15K,SA'
J. Brandt,21,Germany,80,Bayer 04 Leverkusen,€22M,€49K,EU'
K. Demirbay,23,Germany,80,TSG 1899 Hoffenheim,€19.5M,€40K,EU'
D. Rugani,22,Italy,80,Juventus,€19M,€88K,EU'
Samu Castillejo,22,Spain,80,Villarreal CF,€20M,€36K,EU'
P. Zieliński,23,Poland,80,Napoli,€20.5M,€64K,EU'
Ricardo Pereira,23,Portugal,80,FC Porto,€17M,€15K,EU'
Grimaldo,21,Spain,80,SL Benfica,€17.5M,€12K,EU'
Fred,24,Brazil,80,Shakhtar Donetsk,€19.5M,€1K,SA'
J. Hector,27,Germany,80,1. FC Köln,€14M,€42K,EU'
E. Can,23,Germany,80,Liverpool,€19.5M,€105K,EU'
S. Kolašinac,24,Bosnia Herzegovina,80,Arsenal,€15.5M,€91K,
Arrizabalaga,22,Spain,80,Athletic Club de Bilbao,€15.5M,€20K,EU'
A. Pléa,24,France,80,OGC Nice,€20.5M,€41K,EU'
T. Stepanenko,27,Ukraine,80,Shakhtar Donetsk,€14M,€1K,EU'
O. Shatov,26,Russia,80,Zenit St. Petersburg,€16M,€74K,
Leo Baptistao,24,Brazil,80,RCD Espanyol,€19M,€36K,SA'
M. Nastasić,24,Serbia,80,FC Schalke 04,€16.5M,€38K,EU'
Denis Suárez,23,Spain,80,FC Barcelona,€20.5M,€140K,EU'
M. Batshuayi,23,Belgium,80,Chelsea,€20M,€120K,EU'
J. Brooks,24,United States,80,VfL Wolfsburg,€17M,€57K,
Eric Botteghin,29,Brazil,80,Feyenoord,€11.5M,€22K,SA'
L. Karius,24,Germany,80,Liverpool,€14M,€71K,EU'
T. Hazard,24,Belgium,80,Borussia Mönchengladbach,€19.5M,€44K,EU'
V. Germain,27,France,80,Olympique de Marseille,€16M,€42K,EU'
L. Kurzawa,24,France,80,Paris Saint-Germain,€16.5M,€69K,EU'
J. Iličić,29,Slovenia,80,Atalanta,€15M,€42K,EU'
K. Volland,24,Germany,80,Bayer 04 Leverkusen,€19M,€59K,EU'
Allan,26,Brazil,80,Napoli,€17.5M,€74K,SA'
P. Hernández,30,Chile,80,RC Celta de Vigo,€13.5M,€32K,SA'
D. Tadić,28,Serbia,80,Southampton,€15M,€98K,EU'
L. Muriel,26,Colombia,80,Sevilla FC,€18.5M,€26K,SA'
Pablo Sarabia,25,Spain,80,Sevilla FC,€18.5M,€23K,EU'
A. Oxlade-Chamberlain,23,England,80,Liverpool,€20M,€105K,
J. Guilavogui,26,France,80,VfL Wolfsburg,€15M,€66K,EU'
O. Özyakup,24,Turkey,80,Beşiktaş JK,€19.5M,€54K,AS'
Y. Rakitskyi,27,Ukraine,80,Shakhtar Donetsk,€14.5M,€1K,EU'
Sergi Enrich,27,Spain,80,SD Eibar,€17.5M,€31K,EU'
Neto,27,Brazil,80,Valencia CF,€10M,€30K,SA'
Hugo Mallo,26,Spain,80,RC Celta de Vigo,€15M,€29K,EU'
D. Didavi,27,Germany,80,VfL Wolfsburg,€17M,€73K,EU'
R. Soriano,26,Italy,80,Villarreal CF,€17.5M,€42K,EU'
A. Schürrle,26,Germany,80,Borussia Dortmund,€17.5M,€66K,EU'
M. Gonalons,28,France,80,Roma,€12M,€71K,EU'
R. Pereyra,26,Argentina,80,Watford,€18M,€69K,SA'
K. Vogt,25,Germany,80,TSG 1899 Hoffenheim,€15M,€40K,EU'
F. Orellana,31,Chile,80,Valencia CF,€13M,€40K,SA'
Maicon,28,Brazil,80,Galatasaray SK,€12M,€68K,SA'
E. Salvio,26,Argentina,80,SL Benfica,€16M,€17K,SA'
D. Blind,27,Netherlands,80,Manchester United,€13.5M,€120K,EU'
S. El Shaarawy,24,Italy,80,Roma,€19M,€71K,EU'
M. Antonio,27,England,80,West Ham United,€17.5M,€120K,
Iago Falqué,27,Spain,80,Torino,€15.5M,€61K,EU'
S. Rondón,27,Venezuela,80,West Bromwich Albion,€16M,€89K,SA'
Daniel Carriço,28,Portugal,80,Sevilla FC,€13.5M,€23K,EU'
M. Schmelzer,29,Germany,80,Borussia Dortmund,€11M,€63K,EU'
J. McCarthy,26,Republic of Ireland,80,Everton,€15.5M,€110K,
A. Dzagoev,27,Russia,80,CSKA Moscow,€16.5M,€57K,
Ganso,27,Brazil,80,Sevilla FC,€17M,€24K,SA'
F. Smolov,27,Russia,80,FC Krasnodar,€17.5M,€59K,
D. Welbeck,26,England,80,Arsenal,€17.5M,€130K,
Luiz Gustavo,29,Brazil,80,Olympique de Marseille,€11.5M,€37K,SA'
Mikel San José,28,Spain,80,Athletic Club de Bilbao,€14.5M,€33K,EU'
M. Darmian,27,Italy,80,Manchester United,€13.5M,€120K,EU'
R. Thomas,29,France,80,Angers SCO,€11.5M,€32K,EU'
I. Traoré,29,Guinea,80,Borussia Mönchengladbach,€14.5M,€48K,AF'
Sidnei,27,Brazil,80,RC Deportivo de La Coruña,€14.5M,€29K,SA'
J. Lens,29,Netherlands,80,Beşiktaş JK,€14.5M,€17K,EU'
Eder,30,Italy,80,Inter,€14.5M,€80K,EU'
Kiko Casilla,30,Spain,80,Real Madrid CF,€9.5M,€120K,EU'
Nacho Monreal,31,Spain,80,Arsenal,€9.5M,€110K,EU'
S. Bender,28,Germany,80,Bayer 04 Leverkusen,€13.5M,€59K,EU'
M. Díaz,30,Chile,80,U.N.A.M.,€13.5M,€31K,SA'
A. Fernández,31,Argentina,80,Atlético Madrid,€12.5M,€62K,SA'
M. Berg,30,Sweden,80,,€0,€0.00,EU'
I. Piatti,32,Argentina,80,Montreal Impact,€11.5M,€14K,SA'
V. Birsa,30,Slovenia,80,Chievo Verona,€14M,€25K,EU'
Pedro León,30,Spain,80,SD Eibar,€14M,€29K,EU'
K. Boateng,30,Ghana,80,Eintracht Frankfurt,€14.5M,€41K,AF'
Marcano,30,Spain,80,FC Porto,€11M,€18K,EU'
H. Moreno,29,Mexico,80,Roma,€11.5M,€71K,NA'
S. Romero,30,Argentina,80,Manchester United,€9.5M,€97K,SA'
A. Candreva,30,Italy,80,Inter,€14M,€74K,EU'
D. Criscito,30,Italy,80,Zenit St. Petersburg,€10.5M,€67K,EU'
D. Wass,28,Denmark,80,RC Celta de Vigo,€14.5M,€33K,EU'
Coke,30,Spain,80,FC Schalke 04,€10.5M,€44K,EU'
A. Guardado,30,Mexico,80,Real Betis Balompié,€13.5M,€32K,NA'
J. dos Santos,27,Mexico,80,LA Galaxy,€16.5M,€13K,NA'
E. Lamela,25,Argentina,80,Tottenham Hotspur,€18.5M,€96K,SA'
R. Bertrand,27,England,80,Southampton,€12M,€86K,
Renato Augusto,29,Brazil,80,,€0,€0.00,SA'
Jardel,31,Brazil,80,SL Benfica,€10M,€16K,SA'
V. Denisov,30,Uzbekistan,80,Lokomotiv Moscow,€10.5M,€50K,AS'
D. Basta,32,Serbia,80,Lazio,€8M,€54K,EU'
G. Cabral,31,Argentina,80,RC Celta de Vigo,€10M,€29K,SA'
G. Paletta,31,Italy,80,Milan,€10M,€96K,EU'
T. Walcott,28,England,80,Arsenal,€15M,€125K,
L. Fabiański,32,Poland,80,Swansea City,€8.5M,€60K,EU'
B. Foster,34,England,80,West Bromwich Albion,€6M,€60K,
V. Ibišević,32,Bosnia Herzegovina,80,Hertha BSC Berlin,€12M,€41K,
K. El Ahmadi,32,Morocco,80,Feyenoord,€11M,€23K,AF'
S. Kalou,31,Ivory Coast,80,Hertha BSC Berlin,€13M,€38K,
Manuel Fernandes,31,Portugal,80,Lokomotiv Moscow,€13M,€54K,EU'
A. Granqvist,32,Sweden,80,FC Krasnodar,€8.5M,€50K,EU'
L. Podolski,32,Germany,80,Vissel Kobe,€12M,€13K,EU'
Javi Fuego,33,Spain,80,RCD Espanyol,€6M,€34K,EU'
F. Belluschi,33,Argentina,80,San Lorenzo de Almagro,€9M,€30K,SA'
A. Mirante,33,Italy,80,Bologna,€7.5M,€48K,EU'
V. Enyeama,34,Nigeria,80,LOSC Lille,€6M,€40K,AF'
F. Marchetti,34,Italy,80,Lazio,€6M,€44K,EU'
Kaká,35,Brazil,80,Orlando City Soccer Club,€6.5M,€10K,SA'
J. Milner,31,England,80,Liverpool,€9.5M,€110K,
A. Hutchinson,34,Canada,80,Beşiktaş JK,€4.5M,€56K,NA'
M. Topal,31,Turkey,80,Fenerbahçe SK,€10M,€73K,AS'
J. Mathieu,33,France,80,Sporting CP,€6M,€21K,EU'
C. Kameni,33,Cameroon,80,Fenerbahçe SK,€7.5M,€59K,AF'
P. Jagielka,34,England,80,Everton,€4.5M,€110K,
P. Evra,36,France,80,Olympique de Marseille,€1.7M,€25K,EU'
J. Defoe,34,England,80,Bournemouth,€8M,€87K,
Júlio César,37,Brazil,80,SL Benfica,€1M,€8K,SA'
M. Carrick,35,England,80,Manchester United,€3.5M,€86K,
M. Almirón,23,Paraguay,79,Atlanta United FC,€16.5M,€11K,SA'
Oyarzabal,20,Spain,79,Real Sociedad,€18M,€33K,EU'
Soares,26,Brazil,79,FC Porto,€15.5M,€21K,SA'
M. Campaña,28,Uruguay,79,Independiente,€11M,€23K,SA'
F. Andone,24,Romania,79,RC Deportivo de La Coruña,€17M,€31K,EU'
M. Acuña,25,Argentina,79,Sporting CP,€16M,€22K,SA'
V. Lindelöf,22,Sweden,79,Manchester United,€15M,€105K,EU'
Y. Cardinale,23,France,79,OGC Nice,€12.5M,€26K,EU'
C. Lenglet,22,France,79,Sevilla FC,€14.5M,€19K,EU'
M. Dahoud,21,Germany,79,Borussia Dortmund,€18.5M,€52K,EU'
D. Zappacosta,25,Italy,79,Chelsea,€13.5M,€110K,EU'
N. Maksimović,25,Serbia,79,Napoli,€13.5M,€64K,EU'
E. Rigoni,24,Argentina,79,Zenit St. Petersburg,€17.5M,€64K,SA'
I. Marcone,27,Argentina,79,Club Atlético Lanús,€12.5M,€23K,SA'
L. López,27,Argentina,79,SL Benfica,€12M,€16K,SA'
A. Correa,22,Argentina,79,Atlético Madrid,€19M,€60K,SA'
K. Coman,21,France,79,FC Bayern Munich,€18M,€81K,EU'
S. Kritsyuk,26,Russia,79,FC Krasnodar,€11M,€40K,
W. Cyprien,22,France,79,OGC Nice,€18.5M,€37K,EU'
Diego Llorente,23,Spain,79,Real Sociedad,€16M,€29K,EU'
Anderson Talisca,23,Brazil,79,Beşiktaş JK,€17M,€15K,SA'
L. Dendoncker,22,Belgium,79,RSC Anderlecht,€15M,€25K,EU'
M. Meyer,21,Germany,79,FC Schalke 04,€18M,€38K,EU'
Gayà,22,Spain,79,Valencia CF,€14M,€31K,EU'
S. Boufal,23,Morocco,79,Southampton,€17M,€90K,AF'
M. Benassi,22,Italy,79,Fiorentina,€17.5M,€64K,EU'
N. Tagliafico,24,Argentina,79,Independiente,€14M,€23K,SA'
E. Hysaj,23,Albania,79,Napoli,€13.5M,€58K,EU'
João Cancelo,23,Portugal,79,Inter,€15M,€31K,EU'
A. Romagnoli,22,Italy,79,Milan,€16M,€83K,EU'
Óliver Torres,22,Spain,79,FC Porto,€17M,€17K,EU'
H. Çalhanoğlu,23,Turkey,79,Milan,€16.5M,€92K,AS'
Gerard Moreno,25,Spain,79,RCD Espanyol,€16.5M,€39K,EU'
B. Traoré,21,Burkina Faso,79,Olympique Lyonnais,€17.5M,€65K,AF'
L. Vietto,23,Argentina,79,Atlético Madrid,€18M,€60K,SA'
L. Paredes,23,Argentina,79,Zenit St. Petersburg,€16.5M,€64K,SA'
M. Arnold,23,Germany,79,VfL Wolfsburg,€16.5M,€63K,EU'
S. Gnabry,21,Germany,79,TSG 1899 Hoffenheim,€18.5M,€81K,EU'
L. Shaw,21,England,79,Manchester United,€14M,€91K,
E. Višća,27,Bosnia Herzegovina,79,İstanbul Başakşehir FK,€13M,€35K,
Bernard,24,Brazil,79,Shakhtar Donetsk,€17M,€1K,SA'
D. Baselli,25,Italy,79,Torino,€16.5M,€54K,EU'
A. Milik,23,Poland,79,Napoli,€18M,€71K,EU'
Bernat,24,Spain,79,FC Bayern Munich,€13.5M,€81K,EU'
W. Orban,24,Germany,79,RB Leipzig,€13.5M,€57K,EU'
Rubén Pardo,24,Spain,79,Real Sociedad,€16M,€33K,EU'
K. Zouma,22,France,79,Stoke City,€15M,€96K,EU'
C. Kramer,26,Germany,79,Borussia Mönchengladbach,€13M,€42K,EU'
S. Vrsaljko,25,Croatia,79,Atlético Madrid,€13.5M,€54K,EU'
Zé Luís,26,Cape Verde,79,Spartak Moscow,€15.5M,€80K,AF'
J. Stones,23,England,79,Manchester City,€14.5M,€105K,
J. Vestergaard,24,Denmark,79,Borussia Mönchengladbach,€14.5M,€36K,EU'
Fernando,25,Brazil,79,Spartak Moscow,€14M,€64K,SA'
M. Depay,23,Netherlands,79,Olympique Lyonnais,€17M,€71K,EU'
F. Fernández,28,Argentina,79,Swansea City,€10M,€78K,SA'
S. Sané,26,Senegal,79,Hannover 96,€12.5M,€47K,AF'
N. Sansone,25,Italy,79,Villarreal CF,€16M,€43K,EU'
P. Ntep,24,France,79,VfL Wolfsburg,€16M,€63K,EU'
F. Ghoulam,26,Algeria,79,Napoli,€13M,€68K,AF'
J. Murillo,25,Colombia,79,Valencia CF,€13.5M,€64K,SA'
Gabriel Paulista,26,Brazil,79,Valencia CF,€12.5M,€37K,SA'
V. Darida,26,Czech Republic,79,Hertha BSC Berlin,€14.5M,€38K,EU'
Cédric,25,Portugal,79,Southampton,€13M,€82K,EU'
L. Tonelli,27,Italy,79,Napoli,€12.5M,€68K,EU'
R. Saponara,25,Italy,79,Fiorentina,€16M,€6K,EU'
D. Sidibé,24,France,79,AS Monaco,€13M,€35K,EU'
Y. Konoplyanka,27,Ukraine,79,FC Schalke 04,€13M,€53K,EU'
L. Digne,23,France,79,FC Barcelona,€14M,€125K,EU'
Paco Alcácer,23,Spain,79,FC Barcelona,€17.5M,€150K,EU'
Vicente Gómez,28,Spain,79,UD Las Palmas,€12.5M,€30K,EU'
E. Çolak,26,Turkey,79,RC Deportivo de La Coruña,€15.5M,€32K,AS'
N. Jørgensen,26,Denmark,79,Feyenoord,€15.5M,€25K,EU'
Oriol Romeu,25,Spain,79,Southampton,€13M,€82K,EU'
Nolito,30,Spain,79,Sevilla FC,€12M,€26K,EU'
B. Martins Indi,25,Netherlands,79,Stoke City,€13.5M,€71K,EU'
M. Gabbiadini,25,Italy,79,Southampton,€16.5M,€98K,EU'
P. Herrmann,26,Germany,79,Borussia Mönchengladbach,€15M,€46K,EU'
F. Lejeune,26,France,79,Newcastle United,€13.5M,€75K,EU'
J. Bruma,25,Netherlands,79,VfL Wolfsburg,€13.5M,€63K,EU'
P. Jones,25,England,79,Manchester United,€12.5M,€115K,
Adrián,30,Spain,79,West Ham United,€8M,€80K,EU'
Keko,25,Spain,79,Málaga CF,€16M,€31K,EU'
H. Pérez,28,Paraguay,79,RCD Espanyol,€12.5M,€39K,SA'
Jaume Costa,29,Spain,79,Villarreal CF,€9.5M,€40K,EU'
A. Areola,24,France,79,Paris Saint-Germain,€13M,€54K,EU'
Escudero,27,Spain,79,Sevilla FC,€10.5M,€22K,EU'
Y. Mallı,25,Turkey,79,VfL Wolfsburg,€15.5M,€69K,AS'
A. Kokorin,26,Russia,79,Zenit St. Petersburg,€15.5M,€80K,
S. Corchia,26,France,79,Sevilla FC,€12M,€22K,EU'
J. Kucka,30,Slovakia,79,Trabzonspor,€11.5M,€42K,
J. Zoet,26,Netherlands,79,PSV,€11M,€17K,EU'
A. Ljajić,25,Serbia,79,Torino,€16M,€58K,EU'
Canales,26,Spain,79,Real Sociedad,€15.5M,€37K,EU'
M. Hitz,29,Switzerland,79,FC Augsburg,€8.5M,€27K,EU'
Balenziaga,29,Spain,79,Athletic Club de Bilbao,€9.5M,€31K,EU'
W. Bony,28,Ivory Coast,79,Swansea City,€13M,€92K,
B. Hübner,27,Germany,79,TSG 1899 Hoffenheim,€10.5M,€42K,EU'
F. Coquelin,26,France,79,Arsenal,€12M,€110K,EU'
Jonathas,28,Brazil,79,Hannover 96,€13M,€59K,SA'
G. Bou,27,Argentina,79,Club Tijuana,€14.5M,€34K,SA'
V. Babacan,28,Turkey,79,İstanbul Başakşehir FK,€10M,€28K,AS'
S. Doumbia,29,Ivory Coast,79,Sporting CP,€12.5M,€26K,
C. Noboa,32,Ecuador,79,Zenit St. Petersburg,€9.5M,€74K,SA'
I. Smolnikov,28,Russia,79,Zenit St. Petersburg,€10M,€71K,
Maurício,28,Brazil,79,Lazio,€10M,€57K,SA'
M. Fabián,27,Mexico,79,Eintracht Frankfurt,€13M,€38K,NA'
R. Zieler,28,Germany,79,VfB Stuttgart,€10M,€27K,EU'
D. Drinkwater,27,England,79,Chelsea,€14M,€125K,
A. Kolarov,31,Serbia,79,Roma,€8M,€68K,EU'
Mariano,31,Brazil,79,Galatasaray SK,€8M,€65K,SA'
S. Feghouli,27,Algeria,79,Galatasaray SK,€13M,€77K,AF'
K. Papadopoulos,25,Greece,79,Hamburger SV,€13.5M,€40K,EU'
S. Wagner,29,Germany,79,TSG 1899 Hoffenheim,€12.5M,€52K,EU'
P. Piatti,28,Argentina,79,RCD Espanyol,€12.5M,€39K,SA'
C. Yacob,29,Argentina,79,West Bromwich Albion,€10M,€78K,SA'
A. Ogbonna,29,Italy,79,West Ham United,€10M,€105K,EU'
Roberto,31,Spain,79,Málaga CF,€7.5M,€28K,EU'
N. Amrabat,30,Morocco,79,CD Leganés,€12M,€69K,AF'
W. Vainqueur,28,France,79,Antalyaspor,€10M,€25K,EU'
Marcelo,30,Brazil,79,Olympique Lyonnais,€9.5M,€68K,SA'
Antunes,30,Portugal,79,Getafe CF,€9M,€29K,EU'
Fabricio,29,Spain,79,Beşiktaş JK,€10M,€48K,EU'
S. Prödl,30,Austria,79,Watford,€9.5M,€63K,EU'
S. Tasci,30,Germany,79,Spartak Moscow,€9.5M,€67K,EU'
F. Johnson,29,United States,79,Borussia Mönchengladbach,€12.5M,€48K,
Bojan,26,Spain,79,Deportivo Alavés,€15M,€82K,EU'
M. Fellaini,29,Belgium,79,Manchester United,€12M,€140K,EU'
P. Wernbloom,31,Sweden,79,CSKA Moscow,€8.5M,€52K,EU'
A. Ayew,27,Ghana,79,West Ham United,€13M,€110K,AF'
D. Ospina,28,Colombia,79,Arsenal,€9M,€91K,SA'
W. Reid,28,New Zealand,79,West Ham United,€11.5M,€105K,OC'
Lucas Leiva,30,Brazil,79,Lazio,€9.5M,€54K,SA'
Z. Junuzović,29,Austria,79,SV Werder Bremen,€12M,€40K,EU'
C. Ansaldi,30,Argentina,79,Torino,€9M,€68K,SA'
V. Moses,26,Nigeria,79,Chelsea,€12.5M,€115K,AF'
D. Zurutuza,30,France,79,Real Sociedad,€11.5M,€37K,EU'
D. Valeri,31,Argentina,79,Portland Timbers,€11M,€13K,SA'
José Fonte,33,Portugal,79,West Ham United,€5M,€99K,EU'
N. Şahin,28,Turkey,79,Borussia Dortmund,€10M,€63K,AS'
Gervinho,30,Ivory Coast,79,,€0,€0.00,
G. dos Santos,28,Mexico,79,LA Galaxy,€13M,€15K,NA'
R. Shawcross,29,England,79,Stoke City,€10M,€78K,
J. Evans,29,Northern Ireland,79,West Bromwich Albion,€10M,€78K,
S. Sirigu,30,Italy,79,Torino,€8M,€41K,EU'
A. Gyan,31,Ghana,79,Kayserispor,€11.5M,€24K,AF'
Y. Cabaye,31,France,79,Crystal Palace,€11M,€69K,EU'
Danilo,33,Brazil,79,Udinese,€5M,€34K,SA'
N. Pareja,33,Argentina,79,Sevilla FC,€5M,€22K,SA'
S. Radu,30,Romania,79,Lazio,€9M,€54K,EU'
D. Abraham,30,Argentina,79,Eintracht Frankfurt,€9.5M,€35K,SA'
M. Krohn-Dehli,34,Denmark,79,Sevilla FC,€6.5M,€24K,EU'
Jurado,31,Spain,79,RCD Espanyol,€11M,€37K,EU'
B. Gomis,31,France,79,Galatasaray SK,€11.5M,€77K,EU'
H. Herrera,27,Mexico,79,FC Porto,€14M,€19K,NA'
Luisão,36,Brazil,79,SL Benfica,€1.7M,€11K,SA'
V. Berezutskiy,35,Russia,79,CSKA Moscow,€3M,€37K,
I. Akinfeev,31,Russia,79,CSKA Moscow,€7.5M,€42K,
I. Denisov,33,Russia,79,Lokomotiv Moscow,€5M,€50K,
A. Samedov,32,Russia,79,Spartak Moscow,€10M,€74K,
Xabi Prieto,33,Spain,79,Real Sociedad,€7.5M,€37K,EU'
Negredo,31,Spain,79,Beşiktaş JK,€11.5M,€67K,EU'
A. Pyatov,33,Ukraine,79,Shakhtar Donetsk,€6.5M,€1K,EU'
P. Zabaleta,32,Argentina,79,West Ham United,€7M,€99K,SA'
G. Ochoa,31,Mexico,79,Standard de Liège,€7.5M,€18K,NA'
W. Caballero,35,Argentina,79,Chelsea,€3M,€59K,SA'
Vágner Love,33,Brazil,79,Alanyaspor,€8M,€24K,SA'
M. Vorm,33,Netherlands,79,Tottenham Hotspur,€6.5M,€74K,EU'
D. Baier,33,Germany,79,FC Augsburg,€5M,€32K,EU'
Gomes,36,Brazil,79,Watford,€1.7M,€33K,SA'
R. Adler,32,Germany,79,1. FSV Mainz 05,€7M,€28K,EU'
S. Sorrentino,38,Italy,79,Chievo Verona,€850K,€12K,EU'
T. Rosický,36,Czech Republic,79,Sparta Praha,€4.2M,€1K,EU'
A. Pirlo,38,Italy,79,New York City Football Club,€4M,€10K,EU'
G. Barry,36,England,79,West Bromwich Albion,€1.7M,€53K,
E. Belözoğlu,36,Turkey,79,İstanbul Başakşehir FK,€4M,€26K,AS'
A. Lunev,25,Russia,78,Zenit St. Petersburg,€9M,€43K,
André Silva,21,Portugal,78,Milan,€15.5M,€77K,EU'
K. Dolberg,19,Denmark,78,Ajax,€16.5M,€10K,EU'
Yeray,22,Spain,78,Athletic Club de Bilbao,€12M,€21K,EU'
C. Pulisic,18,United States,78,Borussia Dortmund,€16.5M,€31K,
L. Tousart,20,France,78,Olympique Lyonnais,€14M,€43K,EU'
A. Onana,21,Cameroon,78,Ajax,€11M,€8K,AF'
V. Koziello,21,France,78,OGC Nice,€14.5M,€28K,EU'
N. Radoja,24,Serbia,78,RC Celta de Vigo,€13.5M,€23K,EU'
V. Rongier,22,France,78,FC Nantes,€14M,€24K,EU'
O. Al Soma,28,Syria,78,Al Ahli,€10.5M,€49K,
F. Cervi,23,Argentina,78,SL Benfica,€14.5M,€13K,SA'
Jorge Meré,20,Spain,78,1. FC Köln,€12M,€26K,EU'
Jony,25,Spain,78,Málaga CF,€12.5M,€26K,EU'
R. Karsdorp,22,Netherlands,78,Roma,€12M,€48K,EU'
Dani Ceballos,20,Spain,78,Real Madrid CF,€16.5M,€105K,EU'
H. Lozano,21,Mexico,78,PSV,€14.5M,€17K,NA'
Raúl,27,Brazil,78,SC Braga,€10M,€14K,SA'
Pau López,22,Spain,78,RCD Espanyol,€10M,€19K,EU'
M. Vecino,25,Uruguay,78,Inter,€13M,€59K,SA'
A. Sanabria,21,Paraguay,78,Real Betis Balompié,€15.5M,€23K,SA'
R. Battaglia,25,Argentina,78,Sporting CP,€12.5M,€18K,SA'
J. Izquierdo,24,Colombia,78,Brighton & Hove Albion,€13M,€50K,SA'
T. Bongonda,21,Belgium,78,Trabzonspor,€14.5M,€23K,EU'
Rúben Semedo,23,Portugal,78,Villarreal CF,€12.5M,€27K,EU'
Rafa,24,Portugal,78,SL Benfica,€14M,€13K,EU'
Morales,29,Spain,78,Levante UD,€10M,€28K,EU'
Capa,25,Spain,78,SD Eibar,€11.5M,€21K,EU'
M. Sportiello,25,Italy,78,Fiorentina,€9.5M,€22K,EU'
D. Zapata,26,Colombia,78,Sampdoria,€13M,€67K,SA'
D. Benedetto,27,Argentina,78,Boca Juniors,€12M,€29K,SA'
A. Ruiz,23,Argentina,78,Sporting CP,€14.5M,€18K,SA'
D. Laxalt,24,Uruguay,78,Genoa,€13.5M,€30K,SA'
D. Origi,22,Belgium,78,VfL Wolfsburg,€15M,€92K,EU'
N. Stark,22,Germany,78,Hertha BSC Berlin,€12.5M,€25K,EU'
Hernâni,25,Portugal,78,FC Porto,€12.5M,€15K,EU'
Iuri Medeiros,22,Portugal,78,Sporting CP,€14.5M,€16K,EU'
Bruno Fernandes,22,Portugal,78,Sporting CP,€14.5M,€16K,EU'
R. Gagliardini,23,Italy,78,Inter,€14.5M,€27K,EU'
Pedro Santos,29,Portugal,78,Columbus Crew SC,€10M,€11K,EU'
Carles Gil,24,Spain,78,RC Deportivo de La Coruña,€14M,€23K,EU'
Paulo Oliveira,26,Portugal,78,SD Eibar,€11M,€22K,EU'
A. Szymanowski,28,Argentina,78,CD Leganés,€10.5M,€29K,SA'
Bruno Peres,27,Brazil,78,Roma,€11M,€62K,SA'
K. Wimmer,24,Austria,78,Stoke City,€12M,€53K,EU'
Tiago Volpi,26,Brazil,78,Querétaro,€8.5M,€11K,SA'
F. Kostić,24,Serbia,78,Hamburger SV,€14M,€33K,EU'
A. Samaris,28,Greece,78,SL Benfica,€8.5M,€14K,EU'
A. Doucouré,24,France,78,Watford,€12M,€45K,EU'
G. Pizarro,27,Argentina,78,Sevilla FC,€10M,€18K,SA'
J. Martínez,24,Venezuela,78,Atlanta United FC,€13.5M,€10K,SA'
M. Ginter,23,Germany,78,Borussia Mönchengladbach,€11.5M,€30K,EU'
J. Lingard,24,England,78,Manchester United,€13M,€95K,
M. Weiser,23,Germany,78,Hertha BSC Berlin,€12M,€25K,EU'
D. Cheryshev,26,Russia,78,Villarreal CF,€12M,€35K,
Bigas,26,Spain,78,UD Las Palmas,€11M,€22K,EU'
D. Heintz,23,Germany,78,1. FC Köln,€11.5M,€30K,EU'
B. Davies,24,Wales,78,Tottenham Hotspur,€11M,€66K,
L. Castro,28,Argentina,78,Chievo Verona,€10.5M,€22K,SA'
J. Ward-Prowse,22,England,78,Southampton,€15M,€68K,
T. Inui,29,Japan,78,SD Eibar,€10M,€25K,AS'
M. Sabitzer,23,Austria,78,RB Leipzig,€13.5M,€53K,EU'
B. Mendy,22,France,78,Manchester City,€13M,€86K,EU'
R. Jiménez,26,Mexico,78,SL Benfica,€12.5M,€16K,NA'
E. Sala,26,Argentina,78,FC Nantes,€12.5M,€30K,SA'
B. Reynet,26,France,78,Dijon FCO,€8.5M,€17K,EU'
M. Niang,22,France,78,Torino,€14.5M,€84K,EU'
K. Fortounis,24,Greece,78,Olympiakos CFP,€13.5M,€1K,EU'
Pozuelo,25,Spain,78,KRC Genk,€13M,€19K,EU'
Joãozinho,28,Brazil,78,FC Krasnodar,€10.5M,€47K,SA'
P. Kadeřábek,25,Czech Republic,78,TSG 1899 Hoffenheim,€11M,€33K,EU'
T. Vilhena,22,Netherlands,78,Feyenoord,€14M,€17K,EU'
M. Elyounoussi,22,Norway,78,FC Basel,€14M,€36K,EU'
L. Bittencourt,23,Germany,78,1. FC Köln,€13.5M,€33K,EU'
Sergi Darder,23,Spain,78,RCD Espanyol,€14M,€54K,EU'
